referrer,views_total,views_unique
Google,5426,2573
github.com,690,288
DuckDuckGo,115,54
Bing,110,55
fluxcd.io,72,52
charts.fluxcd.io,57,16
spring.io,26,20
weave.works,19,11
platzi.com,13,2
jira.it.umbrella.com,13,2
