url_path,views_total,views_unique
/fluxcd/flux,2313,1579
/fluxcd/flux/releases,478,221
/fluxcd/flux/issues,328,95
/fluxcd/flux/tree/master/chart/flux,237,123
/fluxcd/flux/blob/master/chart/flux/README.md,212,145
/fluxcd/flux/search,201,56
/fluxcd/flux/issues/1071,170,133
/fluxcd/flux/blob/master/chart/flux/values.yaml,121,73
/fluxcd/flux/tree/master/chart,117,69
/fluxcd/flux/releases/tag/1.23.2,96,74
