url_path,views_total,views_unique
/fluxcd/flux,2116,1441
/fluxcd/flux/releases,438,212
/fluxcd/flux/issues,206,81
/fluxcd/flux/tree/master/chart/flux,201,104
/fluxcd/flux/issues/1071,167,139
/fluxcd/flux/search,159,47
/fluxcd/flux/blob/master/chart/flux/README.md,139,106
/fluxcd/flux/releases/tag/1.24.1,109,62
/fluxcd/flux/tree/master/chart,96,54
/fluxcd/flux/blob/master/chart/flux/values.yaml,88,56
