referrer,views_total,views_unique
Google,5414,2590
github.com,696,288
DuckDuckGo,115,54
Bing,107,54
fluxcd.io,75,54
charts.fluxcd.io,59,17
spring.io,25,19
platzi.com,16,2
weave.works,14,10
jira.it.umbrella.com,13,2
