time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-25 00:00:00+00:00,72983,139,617,302
2021-11-26 00:00:00+00:00,72546,138,560,306
2021-11-27 00:00:00+00:00,67266,132,165,84
2021-11-28 00:00:00+00:00,67252,130,255,109
2021-11-29 00:00:00+00:00,67086,134,957,380
2021-11-30 00:00:00+00:00,69881,132,872,417
2021-12-01 00:00:00+00:00,64900,143,969,424
2021-12-02 00:00:00+00:00,69266,152,1007,458
2021-12-03 00:00:00+00:00,64555,133,728,334
2021-12-04 00:00:00+00:00,59905,120,242,98
2021-12-05 00:00:00+00:00,58330,116,294,132
2021-12-06 00:00:00+00:00,61256,156,947,401
2021-12-07 00:00:00+00:00,59721,163,956,430
2021-12-08 00:00:00+00:00,55300,163,792,385
