referrer,views_total,views_unique
Google,4448,2605
github.com,421,324
fluxcd.io,90,59
DuckDuckGo,67,52
Bing,67,42
medium.com,29,21
weave.works,25,17
yandex.ru,15,8
charts.fluxcd.io,13,10
StartPage,10,5
