referrer,views_total,views_unique
Google,7189,3324
github.com,1019,398
DuckDuckGo,233,142
Bing,117,63
fluxcd.io,104,55
gitops.tech,68,53
charts.fluxcd.io,36,14
weave.works,25,15
breakglass.io,25,1
medium.com,19,18
