referrer,views_total,views_unique
Google,4886,2904
github.com,444,339
fluxcd.io,112,69
Bing,79,49
DuckDuckGo,71,54
medium.com,28,19
weave.works,26,18
yandex.ru,14,9
charts.fluxcd.io,13,10
StartPage,9,6
