time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-14 00:00:00+00:00,56025,128,1013,456
2021-10-15 00:00:00+00:00,58919,115,796,392
2021-10-16 00:00:00+00:00,62267,106,427,133
2021-10-17 00:00:00+00:00,60545,100,190,135
2021-10-18 00:00:00+00:00,63737,131,902,448
2021-10-19 00:00:00+00:00,71467,145,945,435
2021-10-20 00:00:00+00:00,195412,150,662,243
2021-10-21 00:00:00+00:00,159270,148,1816,412
2021-10-22 00:00:00+00:00,178065,128,2031,364
2021-10-23 00:00:00+00:00,139245,121,376,93
2021-10-24 00:00:00+00:00,89409,119,350,105
2021-10-25 00:00:00+00:00,20688,86,1433,376
2021-10-26 00:00:00+00:00,58645,122,1449,465
2021-10-27 00:00:00+00:00,21545,82,708,330
