referrer,views_total,views_unique
Google,6928,3324
github.com,991,392
DuckDuckGo,220,122
fluxcd.io,114,73
gitops.tech,82,60
Bing,80,43
weave.works,59,30
charts.fluxcd.io,57,20
StartPage,43,19
medium.com,31,23
