referrer,views_total,views_unique
Google,4780,2267
github.com,604,260
fluxcd.io,88,42
charts.fluxcd.io,61,12
Bing,44,31
DuckDuckGo,39,31
medium.com,35,27
weave.works,17,12
ecosia.org,15,3
snapcraft.io,14,4
