referrer,views_total,views_unique
Google,4854,2626
github.com,588,427
fluxcd.io,112,86
DuckDuckGo,97,58
Bing,96,57
weave.works,32,26
infoq.com,25,19
charts.fluxcd.io,18,14
medium.com,16,16
Baidu,12,5
