referrer,views_total,views_unique
Google,4616,2626
github.com,448,347
fluxcd.io,106,80
DuckDuckGo,79,54
Bing,77,59
weave.works,19,14
medium.com,18,14
ecosia.org,15,9
charts.fluxcd.io,14,10
cn.bing.com,12,12
