referrer,views_total,views_unique
Google,6823,3304
github.com,978,379
DuckDuckGo,214,119
fluxcd.io,120,68
Bing,78,43
gitops.tech,74,57
weave.works,56,29
charts.fluxcd.io,55,20
StartPage,41,18
medium.com,32,24
