referrer,views_total,views_unique
Google,4482,2633
github.com,420,323
fluxcd.io,85,54
Bing,73,50
DuckDuckGo,67,54
medium.com,29,23
weave.works,24,17
yandex.ru,16,8
charts.fluxcd.io,15,11
StartPage,7,5
