referrer,views_total,views_unique
Google,4859,2319
github.com,869,333
fluxcd.io,123,52
charts.fluxcd.io,67,19
Bing,59,38
DuckDuckGo,57,39
docs.dev.dea.ga.gov.au,27,1
medium.com,25,19
weave.works,17,10
giters.com,14,3
