time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-07 00:00:00+00:00,60000,148,1321,577
2022-02-08 00:00:00+00:00,61929,170,1193,587
2022-02-09 00:00:00+00:00,62413,163,1126,573
2022-02-10 00:00:00+00:00,61733,151,1114,504
2022-02-11 00:00:00+00:00,61409,136,1042,496
2022-02-12 00:00:00+00:00,62314,127,267,146
2022-02-13 00:00:00+00:00,62828,120,389,167
2022-02-14 00:00:00+00:00,63338,148,1041,548
2022-02-15 00:00:00+00:00,63247,160,1288,598
2022-02-16 00:00:00+00:00,63133,166,1274,561
2022-02-17 00:00:00+00:00,61676,159,1317,560
2022-02-18 00:00:00+00:00,61044,174,1098,457
2022-02-19 00:00:00+00:00,58611,182,287,148
2022-02-20 00:00:00+00:00,56630,157,414,175
