time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-08 00:00:00+00:00,60049,170,844,412
2021-12-09 00:00:00+00:00,59186,146,732,386
2021-12-10 00:00:00+00:00,59239,130,669,332
2021-12-11 00:00:00+00:00,58003,131,183,111
2021-12-12 00:00:00+00:00,57005,136,183,101
2021-12-13 00:00:00+00:00,58554,138,770,392
2021-12-14 00:00:00+00:00,64993,153,877,408
2021-12-15 00:00:00+00:00,68198,154,900,389
2021-12-16 00:00:00+00:00,69415,150,858,400
2021-12-17 00:00:00+00:00,69677,125,724,302
2021-12-18 00:00:00+00:00,68933,134,199,97
2021-12-19 00:00:00+00:00,69068,134,376,222
2021-12-20 00:00:00+00:00,69798,128,678,337
2021-12-21 00:00:00+00:00,64235,139,849,382
