referrer,views_total,views_unique
Google,6555,3210
github.com,957,371
DuckDuckGo,172,101
fluxcd.io,148,70
Bing,82,45
gitops.tech,66,56
charts.fluxcd.io,54,21
weave.works,36,28
StartPage,32,14
medium.com,31,23
