referrer,views_total,views_unique
Google,4095,2447
github.com,489,363
fluxcd.io,104,73
Bing,56,38
DuckDuckGo,52,43
weave.works,17,12
medium.com,13,12
news.ycombinator.com,13,9
yandex.ru,12,9
charts.fluxcd.io,11,10
