referrer,views_total,views_unique
Google,6699,3220
github.com,990,383
DuckDuckGo,213,133
Bing,112,59
fluxcd.io,99,50
gitops.tech,66,52
charts.fluxcd.io,36,14
breakglass.io,25,1
weave.works,22,16
medium.com,18,17
