url_path,views_total,views_unique
/fluxcd/flux,1354,946
/fluxcd/flux/releases,273,160
/fluxcd/flux/issues,136,40
/fluxcd/flux/search,112,37
/fluxcd/flux/blob/master/chart/flux/README.md,103,73
/fluxcd/flux/issues/1071,82,70
/fluxcd/flux/tree/master/chart/flux,82,42
/fluxcd/flux/releases/tag/1.24.3,48,37
/fluxcd/flux/tree/master/chart,46,30
/fluxcd/flux/blob/master/chart/flux/values.yaml,44,30
