referrer,views_total,views_unique
Google,4283,2528
github.com,461,349
fluxcd.io,81,62
DuckDuckGo,60,36
Bing,59,33
weave.works,21,17
medium.com,20,17
yandex.com,16,2
codefresh.io,10,7
statics.teams.cdn.office.net,10,6
