referrer,views_total,views_unique
Google,5104,2477
github.com,887,326
fluxcd.io,99,49
charts.fluxcd.io,92,20
DuckDuckGo,73,49
Bing,73,45
gitops.tech,55,40
medium.com,31,24
docs.dev.dea.ga.gov.au,27,1
weave.works,22,12
