time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-04 00:00:00+00:00,64564,152,954,420
2021-10-05 00:00:00+00:00,63920,146,1018,432
2021-10-06 00:00:00+00:00,63893,160,965,415
2021-10-07 00:00:00+00:00,64945,139,933,425
2021-10-08 00:00:00+00:00,65881,121,766,404
2021-10-09 00:00:00+00:00,65283,111,249,116
2021-10-10 00:00:00+00:00,64733,104,240,130
2021-10-11 00:00:00+00:00,66035,131,856,426
2021-10-12 00:00:00+00:00,66411,125,1046,488
2021-10-13 00:00:00+00:00,57876,148,1243,513
2021-10-14 00:00:00+00:00,56025,128,1013,456
2021-10-15 00:00:00+00:00,58919,115,796,392
2021-10-16 00:00:00+00:00,62267,106,427,133
2021-10-17 00:00:00+00:00,55448,100,173,121
