referrer,views_total,views_unique
Google,7856,3606
github.com,977,368
DuckDuckGo,272,143
fluxcd.io,165,85
gitops.tech,93,65
Bing,71,39
weave.works,69,35
charts.fluxcd.io,63,21
StartPage,40,17
pkg.go.dev,35,2
