time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-22 00:00:00+00:00,69923,149,846,451
2021-09-23 00:00:00+00:00,68156,159,938,419
2021-09-24 00:00:00+00:00,65156,131,612,344
2021-09-25 00:00:00+00:00,62942,111,214,109
2021-09-26 00:00:00+00:00,61940,101,273,122
2021-09-27 00:00:00+00:00,64429,98,911,451
2021-09-28 00:00:00+00:00,65417,135,955,470
2021-09-29 00:00:00+00:00,65592,165,1040,467
2021-09-30 00:00:00+00:00,65410,157,947,431
2021-10-01 00:00:00+00:00,64974,129,761,356
2021-10-02 00:00:00+00:00,62431,104,225,84
2021-10-03 00:00:00+00:00,62006,102,228,100
2021-10-04 00:00:00+00:00,64564,152,954,420
2021-10-05 00:00:00+00:00,58704,140,932,412
