referrer,views_total,views_unique
Google,1872,620
github.com,905,262
docs.flagger.app,417,103
DuckDuckGo,60,23
excel.officeapps.live.com,40,1
pkg.go.dev,35,1
Bing,28,12
weave.works,24,20
infohub.corp.wayfair.com,18,3
us-confluence.mcd.com,17,1
