time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-10 00:00:00+00:00,39582,91,93,38
2021-07-11 00:00:00+00:00,39679,62,184,48
2021-07-12 00:00:00+00:00,40625,97,499,114
2021-07-13 00:00:00+00:00,40031,133,411,118
2021-07-14 00:00:00+00:00,36713,134,554,121
2021-07-15 00:00:00+00:00,36894,159,456,122
2021-07-16 00:00:00+00:00,37959,182,588,97
2021-07-17 00:00:00+00:00,38666,150,153,32
2021-07-18 00:00:00+00:00,42684,142,84,41
2021-07-19 00:00:00+00:00,39152,181,634,116
2021-07-20 00:00:00+00:00,29648,144,385,128
2021-07-21 00:00:00+00:00,26447,118,439,103
2021-07-22 00:00:00+00:00,26349,147,479,138
2021-07-23 00:00:00+00:00,26030,109,419,96
