referrer,views_total,views_unique
Google,830,430
github.com,252,150
cncf.io,23,21
medium.com,19,15
DuckDuckGo,19,12
Baidu,13,9
weave.works,8,6
docs.microsoft.com,7,7
fluxcd.io,6,4
linkerd.io,5,5
