referrer,views_total,views_unique
Google,784,426
github.com,210,153
cncf.io,29,22
weave.works,14,11
medium.com,12,11
docs.microsoft.com,12,11
Baidu,12,9
Bing,10,6
DuckDuckGo,9,9
collabnix.github.io,6,5
