referrer,views_total,views_unique
Google,1599,490
github.com,437,182
docs.flagger.app,308,50
DuckDuckGo,38,14
weave.works,37,12
Bing,36,21
staticsint.teams.cdn.office.net,18,4
medium.com,15,8
linkerd.io,9,5
fluxcd.io,9,4
