referrer,views_total,views_unique
Google,1565,443
github.com,519,142
Baidu,36,7
DuckDuckGo,26,15
cncf.io,23,9
cn.bing.com,23,2
weave.works,21,17
confluence.ogury.io,14,1
Bing,13,8
docs.microsoft.com,12,9
