referrer,views_total,views_unique
Google,1611,586
github.com,912,255
docs.flagger.app,414,95
DuckDuckGo,55,23
pkg.go.dev,35,1
Bing,28,12
libhunt.com,21,5
azure.kocsistem.com.tr,20,1
weave.works,18,14
Baidu,13,7
