url_path,views_total,views_unique
/fluxcd/flagger,1483,796
/fluxcd/flagger/issues,250,51
/fluxcd/flagger/search,136,28
/fluxcd/flagger/tree/main/kustomize,131,51
/fluxcd/flagger/pulls,99,28
/fluxcd/flagger/tree/main/charts,73,49
/fluxcd/flagger/blob/main/CHANGELOG.md,70,52
/fluxcd/flagger/tree/main/kustomize/podinfo,70,30
/fluxcd/flagger/tree/main/charts/flagger,66,38
/fluxcd/flagger/tree/main/pkg,62,31
