url_path,views_total,views_unique
/fluxcd/flagger,896,495
/fluxcd/flagger/issues,197,48
/fluxcd/flagger/search,94,24
/fluxcd/flagger/blob/main/CHANGELOG.md,81,38
/fluxcd/flagger/tree/main/kustomize,81,36
/fluxcd/flagger/pulls,77,25
/fluxcd/flagger/tree/main/charts,56,31
/fluxcd/flagger/pull/1085/files,55,50
/fluxcd/flagger/releases,48,19
/fluxcd/flagger/tree/main/charts/flagger,47,26
