referrer,views_total,views_unique
Google,768,405
github.com,243,147
DuckDuckGo,21,14
medium.com,18,13
cncf.io,15,13
weave.works,15,7
Baidu,13,10
Bing,8,7
thenewstack.io,5,3
lambda.grofers.com,4,4
