time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-02 00:00:00+00:00,28182,77,65,27
2021-10-03 00:00:00+00:00,27314,55,164,36
2021-10-04 00:00:00+00:00,28916,154,298,103
2021-10-05 00:00:00+00:00,28575,116,402,112
2021-10-06 00:00:00+00:00,28191,109,387,106
2021-10-07 00:00:00+00:00,28427,118,603,132
2021-10-08 00:00:00+00:00,27107,130,294,103
2021-10-09 00:00:00+00:00,28716,86,82,49
2021-10-10 00:00:00+00:00,25917,58,107,53
2021-10-11 00:00:00+00:00,27656,123,609,111
2021-10-12 00:00:00+00:00,31072,105,522,143
2021-10-13 00:00:00+00:00,24242,138,656,149
2021-10-14 00:00:00+00:00,25778,130,583,131
2021-10-15 00:00:00+00:00,29353,131,265,100
