referrer,views_total,views_unique
Google,812,463
github.com,299,166
t.co,27,23
DuckDuckGo,23,13
Bing,22,12
medium.com,21,18
statics.teams.cdn.office.net,20,11
cncf.io,16,10
linkedin.com,10,7
weave.works,8,6
