referrer,views_total,views_unique
Google,1564,558
github.com,546,263
docs.flagger.app,195,78
pkg.go.dev,47,2
excel.officeapps.live.com,40,1
DuckDuckGo,39,21
hub.docker.com,23,2
us-confluence.mcd.com,17,1
collabnix.github.io,14,13
infohub.corp.wayfair.com,14,2
