referrer,views_total,views_unique
Google,1428,433
github.com,518,170
Bing,44,6
DuckDuckGo,25,18
weave.works,25,9
hub.kubeapps.com,23,2
zozo.rickcloud.jp,18,1
qwant.com,15,1
statics.teams.cdn.office.net,11,3
Baidu,10,7
