referrer,views_total,views_unique
Google,759,457
github.com,306,191
linkedin.com,66,51
medium.com,14,13
weave.works,13,12
DuckDuckGo,13,11
docs.microsoft.com,11,10
cncf.io,10,8
linkerd.io,8,6
Bing,6,5
