referrer,views_total,views_unique
Google,1222,414
github.com,664,170
StartPage,28,3
DuckDuckGo,22,10
weave.works,17,9
staticsint.teams.cdn.office.net,14,2
Baidu,12,8
cncf.io,9,7
docs.microsoft.com,8,6
github.sre.pub,5,1
