time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-05 00:00:00+00:00,21180,122,61,26
2021-12-06 00:00:00+00:00,18897,187,404,105
2021-12-07 00:00:00+00:00,19873,199,720,117
2021-12-08 00:00:00+00:00,22648,191,428,114
2021-12-09 00:00:00+00:00,23882,210,589,129
2021-12-10 00:00:00+00:00,22035,200,489,91
2021-12-11 00:00:00+00:00,19891,146,66,26
2021-12-12 00:00:00+00:00,20550,137,133,22
2021-12-13 00:00:00+00:00,20140,168,640,127
2021-12-14 00:00:00+00:00,23551,211,694,116
2021-12-15 00:00:00+00:00,26554,170,614,132
2021-12-16 00:00:00+00:00,27285,160,376,88
2021-12-17 00:00:00+00:00,26795,178,468,95
2021-12-18 00:00:00+00:00,23977,127,147,35
