referrer,views_total,views_unique
Google,851,437
github.com,261,153
medium.com,22,17
DuckDuckGo,20,13
cncf.io,19,17
Baidu,16,12
weave.works,14,7
docs.microsoft.com,7,7
linkerd.io,5,5
fluxcd.io,5,4
