referrer,views_total,views_unique
Google,1332,403
github.com,499,160
Bing,38,3
weave.works,25,9
hub.kubeapps.com,23,2
DuckDuckGo,21,15
zozo.rickcloud.jp,17,1
qwant.com,15,1
statics.teams.cdn.office.net,11,3
StartPage,10,1
