referrer,views_total,views_unique
Google,1044,315
github.com,429,145
DuckDuckGo,24,11
Bing,18,7
collabnix.github.io,17,9
cncf.io,16,2
weave.works,12,7
searchcode.com,11,1
medium.com,8,7
docs.microsoft.com,8,7
