referrer,views_total,views_unique
Google,935,372
github.com,309,120
cncf.io,25,8
weave.works,14,7
collabnix.github.io,14,6
kubecon-cloudnativecon-na.com,6,6
medium.com,6,5
docs.microsoft.com,5,4
Bing,5,3
Baidu,5,3
