time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-10 00:00:00+00:00,22035,200,489,91
2021-12-11 00:00:00+00:00,19891,146,66,26
2021-12-12 00:00:00+00:00,20550,137,133,22
2021-12-13 00:00:00+00:00,20140,168,640,127
2021-12-14 00:00:00+00:00,23551,211,694,116
2021-12-15 00:00:00+00:00,26554,170,614,132
2021-12-16 00:00:00+00:00,27285,160,376,88
2021-12-17 00:00:00+00:00,26795,178,468,95
2021-12-18 00:00:00+00:00,26139,128,189,51
2021-12-19 00:00:00+00:00,25992,141,170,73
2021-12-20 00:00:00+00:00,27431,230,402,96
2021-12-21 00:00:00+00:00,27348,185,379,99
2021-12-22 00:00:00+00:00,27439,177,475,82
2021-12-23 00:00:00+00:00,24952,169,263,78
