time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-21 00:00:00+00:00,31183,127,528,123
2021-09-22 00:00:00+00:00,31013,163,379,135
2021-09-23 00:00:00+00:00,29955,174,305,115
2021-09-24 00:00:00+00:00,30810,142,382,94
2021-09-25 00:00:00+00:00,33148,115,89,34
2021-09-26 00:00:00+00:00,33123,120,186,41
2021-09-27 00:00:00+00:00,32025,161,453,119
2021-09-28 00:00:00+00:00,29274,161,632,112
2021-09-29 00:00:00+00:00,27513,169,425,123
2021-09-30 00:00:00+00:00,29050,173,661,114
2021-10-01 00:00:00+00:00,28290,132,342,104
2021-10-02 00:00:00+00:00,28182,77,65,27
2021-10-03 00:00:00+00:00,27314,55,164,36
2021-10-04 00:00:00+00:00,27756,149,297,102
