referrer,views_total,views_unique
Google,791,461
github.com,227,161
cncf.io,24,17
medium.com,15,10
Baidu,10,10
weave.works,10,8
docs.microsoft.com,9,9
Bing,8,4
collabnix.github.io,5,5
linkerd.io,5,5
