referrer,views_total,views_unique
Google,1150,361
github.com,391,167
DuckDuckGo,59,15
Bing,28,12
docs.microsoft.com,13,9
weave.works,11,9
medium.com,11,8
searchcode.com,11,1
Baidu,10,10
i.zte.com.cn,8,2
