referrer,views_total,views_unique
Google,1310,445
github.com,585,178
DuckDuckGo,43,12
StartPage,20,2
weave.works,17,9
Baidu,14,11
staticsint.teams.cdn.office.net,14,2
docs.microsoft.com,13,9
cncf.io,13,7
Bing,12,7
