referrer,views_total,views_unique
Google,846,237
github.com,310,111
Baidu,18,14
weave.works,14,7
blinkit.com,12,1
medium.com,9,8
DuckDuckGo,9,6
fluxcd.io,8,1
yandex.ru,6,3
collabnix.github.io,5,3
