referrer,views_total,views_unique
Google,905,265
github.com,331,121
Baidu,22,16
DuckDuckGo,17,9
weave.works,13,6
blinkit.com,12,1
medium.com,9,8
fluxcd.io,8,1
Bing,6,5
yandex.ru,6,3
