time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-15 00:00:00+00:00,26554,170,614,132
2021-12-16 00:00:00+00:00,27285,160,376,88
2021-12-17 00:00:00+00:00,26795,178,468,95
2021-12-18 00:00:00+00:00,26139,128,189,51
2021-12-19 00:00:00+00:00,25992,141,170,73
2021-12-20 00:00:00+00:00,27431,230,402,96
2021-12-21 00:00:00+00:00,27348,185,379,99
2021-12-22 00:00:00+00:00,27439,177,475,82
2021-12-23 00:00:00+00:00,27302,172,263,78
2021-12-24 00:00:00+00:00,27992,155,205,40
2021-12-25 00:00:00+00:00,27379,136,24,18
2021-12-26 00:00:00+00:00,27395,125,43,25
2021-12-27 00:00:00+00:00,27460,129,285,65
2021-12-28 00:00:00+00:00,24691,102,275,58
