time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-27 00:00:00+00:00,32025,161,453,119
2021-09-28 00:00:00+00:00,29274,161,632,112
2021-09-29 00:00:00+00:00,27513,169,425,123
2021-09-30 00:00:00+00:00,29050,173,661,114
2021-10-01 00:00:00+00:00,28290,132,342,104
2021-10-02 00:00:00+00:00,28182,77,65,27
2021-10-03 00:00:00+00:00,27314,55,164,36
2021-10-04 00:00:00+00:00,28916,154,298,103
2021-10-05 00:00:00+00:00,28575,116,402,112
2021-10-06 00:00:00+00:00,28191,109,387,106
2021-10-07 00:00:00+00:00,28427,118,603,132
2021-10-08 00:00:00+00:00,27107,130,294,103
2021-10-09 00:00:00+00:00,28716,86,82,49
2021-10-10 00:00:00+00:00,23779,54,99,48
