time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-21 00:00:00+00:00,159756,408,5457,473
2021-10-22 00:00:00+00:00,130875,417,5866,399
2021-10-23 00:00:00+00:00,106797,347,1342,152
2021-10-24 00:00:00+00:00,86035,346,1026,131
2021-10-25 00:00:00+00:00,78788,447,3600,372
2021-10-26 00:00:00+00:00,65479,416,3710,432
2021-10-27 00:00:00+00:00,45509,397,3049,442
2021-10-28 00:00:00+00:00,37556,441,1693,432
2021-10-29 00:00:00+00:00,37694,388,1459,380
2021-10-30 00:00:00+00:00,37570,388,478,142
2021-10-31 00:00:00+00:00,36527,361,382,136
2021-11-01 00:00:00+00:00,36395,426,1679,385
2021-11-02 00:00:00+00:00,36928,432,1836,468
2021-11-03 00:00:00+00:00,34786,452,1482,411
