referrer,views_total,views_unique
Google,4397,1564
github.com,3705,835
fluxcd.io,3157,719
t.co,125,92
DuckDuckGo,124,64
Bing,81,41
githubmemory.com,38,16
cncf.io,22,13
jira.rmn.com,13,1
aws.amazon.com,12,10
