referrer,views_total,views_unique
Google,1866,1032
github.com,1210,607
fluxcd.io,1114,691
DuckDuckGo,43,30
cncf.io,27,25
com.google.android.gm,23,4
weave.works,18,3
Bing,11,11
harness.io,7,7
qwant.com,6,2
