referrer,views_total,views_unique
Google,4210,1490
fluxcd.io,3211,712
github.com,2876,693
DuckDuckGo,131,57
githubmemory.com,40,12
mail.google.com,33,6
Bing,31,27
giters.com,27,7
issueexplorer.com,23,4
confluence.ship.gov.sg,22,1
