time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-12 00:00:00+00:00,36612,375,1972,447
2021-10-13 00:00:00+00:00,37697,457,1880,425
2021-10-14 00:00:00+00:00,39311,414,1765,442
2021-10-15 00:00:00+00:00,39516,394,1191,324
2021-10-16 00:00:00+00:00,38913,338,349,106
2021-10-17 00:00:00+00:00,39212,345,327,100
2021-10-18 00:00:00+00:00,39562,430,1525,409
2021-10-19 00:00:00+00:00,39845,430,2096,432
2021-10-20 00:00:00+00:00,39961,457,990,178
2021-10-21 00:00:00+00:00,40213,406,1134,239
2021-10-22 00:00:00+00:00,39741,417,1967,256
2021-10-23 00:00:00+00:00,38507,346,413,72
2021-10-24 00:00:00+00:00,38768,346,360,82
2021-10-25 00:00:00+00:00,33987,441,340,126
