referrer,views_total,views_unique
Google,3800,1297
github.com,3347,768
fluxcd.io,3132,661
Bing,107,49
DuckDuckGo,98,43
githubmemory.com,34,24
t.co,32,19
cncf.io,27,18
giters.com,17,5
ecosia.org,17,2
