referrer,views_total,views_unique
Google,1849,1004
fluxcd.io,962,609
github.com,919,544
DuckDuckGo,72,45
Bing,48,22
t.co,25,16
statics.teams.cdn.office.net,10,5
harness.io,9,9
cncf.io,9,9
aws.amazon.com,9,8
